rel_path,best_iou,picked_pred_cls,picked_gt_cls,score_top1p,score_top5p,score_top10p,score_top50p,score_top100p,AUC_topK
camera0_10_image000221.jpg,nan,-1,10,nan,nan,nan,nan,nan,0.0
camera0_10_image000231.jpg,nan,-1,10,nan,nan,nan,nan,nan,0.0
camera0_10_image000241.jpg,0.6881742767321728,10,10,1.0,1.0,0.9794280696759223,0.8178959572077608,0.5340442602249604,0.7948844055321364
camera0_10_image000251.jpg,nan,-1,10,nan,nan,nan,nan,nan,0.0
camera0_10_image000261.jpg,nan,-1,10,nan,nan,nan,nan,nan,0.0
camera0_10_image000271.jpg,0.7245686846167039,10,10,1.0,1.0,1.0,0.9393199421169488,0.5986713741213827,0.8710725429120936
camera0_10_image000281.jpg,nan,-1,10,nan,nan,nan,nan,nan,0.0
camera0_10_image000291.jpg,nan,-1,10,nan,nan,nan,nan,nan,0.0
camera0_10_image000301.jpg,0.744179185208861,10,10,1.0,1.0,1.0,0.9553657235501514,0.6257243744282976,0.885197645661255
camera0_10_image000321.jpg,0.7393297176207039,10,10,1.0,1.0,1.0,0.9413472834577458,0.6173622423346223,0.8767139779188295
camera0_10_image000331.jpg,0.727102620400341,10,10,1.0,1.0,1.0,0.9457551199585724,0.6181831695934686,0.8789248448280049
camera0_10_image000341.jpg,0.6913140094258993,10,10,1.0,1.0,1.0,0.903292745447234,0.5745893009433156,0.8486152128152367
camera0_10_image000351.jpg,0.7037190772272313,10,10,1.0,1.0,1.0,0.90881529721437,0.5759262680090983,0.8514630815643849
camera0_10_image000361.jpg,0.6975061054958376,10,10,1.0,1.0,1.0,0.9397380875016529,0.5852134653223403,0.86786414717811
camera0_10_image000371.jpg,0.7766198852385564,10,10,1.0,1.0,1.0,0.9464379252988767,0.5954249473574551,0.8734881850746042
camera0_10_image000381.jpg,0.7379878235732119,10,10,1.0,1.0,1.0,0.8193979094841999,0.5509918404669908,0.8045222418026643
camera0_10_image000391.jpg,0.6908770701380269,10,10,1.0,1.0,1.0,0.851995686597711,0.5583336916867054,0.8211934160511578
camera0_10_image000401.jpg,0.8635247030518345,10,10,1.0,1.0,1.0,0.9332867133328764,0.6318275109271202,0.8767029280116915
camera0_10_image000411.jpg,0.8338145052889954,10,10,1.0,1.0,1.0,0.9486138166375413,0.6275522603551202,0.8825901844198725
camera0_10_image000421.jpg,0.9099198185904095,10,10,1.0,1.0,1.0,0.8866512222650652,0.6217772366188334,0.8529670294686745
camera0_10_image000431.jpg,0.9076863033197117,10,10,1.0,1.0,1.0,0.8347097589306143,0.5737884578024949,0.8172388949185859
camera0_10_image000441.jpg,0.9009548923249031,10,10,1.0,1.0,1.0,0.8483263202550675,0.5678751431907297,0.8219349797095584
camera0_10_image000451.jpg,0.8649914504497807,10,10,1.0,1.0,1.0,0.8381499626188911,0.5484429995312907,0.8124022556174986
camera0_10_image000461.jpg,0.9001107147250584,10,10,1.0,1.0,1.0,0.857925384594384,0.5443965583739669,0.8203692552130956
camera0_10_image000471.jpg,0.8484837100970163,10,10,1.0,1.0,1.0,0.8634859455239925,0.5150832033338026,0.8154944205244923
camera0_10_image000481.jpg,0.934375801076647,10,10,1.0,1.0,1.0,0.8523295785862665,0.5097629699331557,0.809079851360716
camera0_10_image000491.jpg,0.9537214757944125,10,10,1.0,1.0,1.0,0.8669422153434664,0.5111119009053965,0.8160625981120294
camera0_10_image000500.jpg,0.920853783814633,10,10,1.0,1.0,1.0,0.8644599533431173,0.5044637890883023,0.8132554810873519
camera0_11_image000008.jpg,0.9599429004253336,11,11,1.0,1.0,1.0,0.9670714808671518,0.71746215908966,0.9136845516794275
camera0_11_image000011.jpg,0.9440396385893326,11,11,1.0,1.0,1.0,0.956460049345397,0.6798960060188405,0.8993747714243826
camera0_11_image000021.jpg,0.9643761251125113,11,11,1.0,1.0,1.0,0.9636049143859207,0.6805571075645073,0.9027893821866577
camera0_11_image000028.jpg,0.9341266588464745,11,11,1.0,1.0,1.0,0.9411443763869107,0.6747456368495205,0.8911125036227171
camera0_11_image000029.jpg,0.9604028639349566,11,11,1.0,1.0,1.0,0.9394046566924144,0.6758243271366924,0.8905941184805652
camera0_11_image000039.jpg,0.9609533934454201,11,11,1.0,1.0,1.0,0.9270901838874586,0.6958838115804113,0.8900621572166255
camera0_11_image000041.jpg,0.9345822861929785,11,11,1.0,1.0,1.0,0.946899186086982,0.7016508270704505,0.9005225661684388
camera0_11_image000048.jpg,0.8446787148594378,11,11,1.0,1.0,1.0,0.9235603617484929,0.6510343420920005,0.8771320689998201
camera0_11_image000063.jpg,0.969011068364895,11,11,1.0,1.0,1.0,0.9129911840553931,0.6450216189788882,0.8708095328986353
camera0_11_image000072.jpg,0.9370059259433795,11,11,1.0,1.0,1.0,0.9131299586248671,0.6366296979533435,0.8687534402722487
camera0_11_image000108.jpg,0.9139643699541681,11,11,1.0,1.0,1.0,0.9148303270327873,0.602461822153599,0.8608980835385395
camera0_11_image000153.jpg,0.940183730307187,11,11,1.0,1.0,1.0,0.9544088928775282,0.7133003286549106,0.9068778625844599
camera0_11_image000154.jpg,0.9209954684868651,11,11,1.0,1.0,1.0,0.9479935368247661,0.6964659956506668,0.8997106974583955
camera0_11_image000167.jpg,0.8369239762746664,11,11,1.0,1.0,1.0,0.9467057622241368,0.668746554956895,0.8921254866061467
camera0_11_image000173.jpg,0.9320876528648582,11,11,1.0,1.0,1.0,0.9580654085127337,0.7007133856459754,0.9053613941840648
camera0_11_image000182.jpg,0.946789738020904,11,11,1.0,1.0,1.0,0.9774987789906082,0.7347161336196348,0.9227812969198813
camera0_11_image000191.jpg,0.9316666666666666,11,11,1.0,1.0,1.0,0.9809553511231774,0.751088173217403,0.9284868195048288
camera0_11_image000192.jpg,0.9412479828642966,11,11,1.0,1.0,1.0,0.9722991073702004,0.7351589490195461,0.9205296318903805
camera0_11_image000208.jpg,0.9524703557312253,11,11,1.0,1.0,1.0,0.9377749925563015,0.6904616116388214,0.8935496460202434
camera0_11_image000209.jpg,0.9130225609601702,11,11,1.0,1.0,1.0,0.9618488469431208,0.6909640502140451,0.9046191855332482
camera0_11_image000235.jpg,0.79015193851768,11,11,1.0,1.0,1.0,0.9115467767542417,0.6666843104254707,0.8756233607533096
camera0_11_image000236.jpg,0.876099471397693,11,11,1.0,1.0,1.0,0.9252566210402023,0.669286733861088,0.8825122857912759
camera0_11_image000244.jpg,0.8838975637607447,11,11,1.0,1.0,1.0,0.8962092250373551,0.6269788138017189,0.8586251057749894
camera0_11_image000245.jpg,0.8717976117329629,11,11,1.0,1.0,1.0,0.9219460419823072,0.6476561092959213,0.8755451981979986
camera0_11_image000252.jpg,0.8362692583798111,11,11,1.0,1.0,1.0,0.920886423942722,0.6480814190737011,0.8751709550935861
camera0_11_image000256.jpg,0.8423362810766793,11,11,1.0,1.0,1.0,0.8966315777574481,0.6250380310171609,0.8583269876213555
camera0_11_image000262.jpg,0.8582643792203288,11,11,1.0,1.0,1.0,0.8584041770298731,0.6009790554230894,0.8348753974941568
camera0_11_image000263.jpg,0.8508152199273908,11,11,1.0,1.0,1.0,0.9268468192290877,0.6392040676269821,0.8756384702624596
camera0_11_image000270.jpg,0.8063636588973073,11,11,1.0,1.0,1.0,0.9622894044390624,0.6939628915731209,0.9055767221119781
camera0_11_image000271.jpg,0.8296229730985971,11,11,1.0,1.0,1.0,0.9287503866944317,0.674133004116694,0.8853241667087552
camera0_11_image000274.jpg,0.8532371071210981,11,11,1.0,1.0,1.0,0.9880002213238308,0.7012069461980843,0.9190927637830758
camera0_11_image000279.jpg,0.7850926589536193,11,11,1.0,1.0,1.0,0.9491047815777833,0.6778048000433172,0.8955033855765978
camera0_11_image000283.jpg,0.8057388624983952,11,11,1.0,1.0,1.0,0.9413591103251276,0.6425360850778801,0.8830763847634115
camera0_11_image000319.jpg,0.7566941385097261,11,11,1.0,1.0,1.0,0.9471380083365485,0.6576739115816437,0.889525840047331
camera0_11_image000332.jpg,0.707590600322532,11,11,1.0,1.0,1.0,0.9527254515962537,0.6445341087884082,0.8887474549650669
camera0_11_image000380.jpg,0.6273473736319318,11,11,1.0,1.0,1.0,0.9781047600114456,0.7698327564179913,0.9319245768784327
camera0_11_image000391.jpg,0.6283872077733218,11,11,1.0,1.0,1.0,0.978672383918357,0.7989516988309944,0.9395358560313225
camera0_11_image000394.jpg,0.6124371100825116,11,11,1.0,1.0,1.0,0.9791602342561868,0.8261124943268163,0.9466163929262507
camera0_11_image000410.jpg,0.6394218579852947,11,11,1.0,1.0,1.0,0.912175801811103,0.778855748525778,0.904235401966102
camera0_11_image000422.jpg,nan,-1,11,nan,nan,nan,nan,nan,0.0
camera0_11_image000446.jpg,nan,-1,11,nan,nan,nan,nan,nan,0.0
camera0_11_image000453.jpg,0.5045817567817396,11,11,0.1984856798604627,0.1623658761305932,0.13948186371786983,0.18778773379678101,0.24402034448367776,0.19006986231219955
camera0_11_image000455.jpg,nan,-1,11,nan,nan,nan,nan,nan,0.0
camera0_11_image000456.jpg,0.5033963315983058,11,11,0.020591907858849984,0.14617512806049268,0.16135453302597785,0.1649508752400411,0.24552920893254257,0.18071180297161446
camera0_11_image000463.jpg,0.46425158934050964,11,11,0.09661892782008358,0.12607320992848292,0.11505083511892819,0.11728363341393269,0.18337677921844447,0.13344842499578088
camera0_11_image000466.jpg,0.4662088068240895,11,11,0.09578393427665881,0.2347778109108421,0.1701852644681353,0.13008953696510564,0.22289445751407183,0.1667033037319869
camera0_11_image000474.jpg,0.48023128407545773,11,11,0.0,0.009917121453775345,0.04459300037101781,0.08934110707217763,0.19160951634052342,0.09958138668334313
camera0_11_image000477.jpg,0.4833115773888158,11,11,0.0,0.0,0.0,0.055460904367456626,0.14475966938814785,0.06176497405292167
camera0_11_image000490.jpg,0.458888999691105,11,11,0.0,0.0,0.0,0.000374705856594482,0.14070835824055866,0.03570273454101736
camera0_12_image000001.jpg,0.3910366075358325,12,12,0.9330873882443389,0.6034837617124903,0.598079490394443,0.6304318057049558,0.5516710804767475,0.6080792778455714
camera0_12_image000011.jpg,0.6737960153054493,12,12,1.0,1.0,1.0,0.9384387365311806,0.8888465627648785,0.9439485577073242
camera0_12_image000021.jpg,nan,-1,12,nan,nan,nan,nan,nan,0.0
camera0_12_image000031.jpg,0.5731345702017338,12,12,0.0,0.13893563568417155,0.3506718808480877,0.6543876071893591,0.6694443891557329,0.5525139366876286
camera0_12_image000041.jpg,0.5801840873293664,12,12,0.9919000655753398,0.9305530900462573,0.7503472575841376,0.6499373077423702,0.6513183937155176,0.6927701113464297
camera0_12_image000051.jpg,0.5871692407387407,12,12,1.0,1.0,1.0,1.0,0.9574478916706248,0.9892545180986426
camera0_12_image000061.jpg,nan,-1,12,nan,nan,nan,nan,nan,0.0
camera0_12_image000071.jpg,0.7918972151436084,12,12,1.0,1.0,1.0,0.9677989714372961,0.8273950739025564,0.941776066285275
camera0_12_image000081.jpg,0.9224254556887903,9,12,1.0,0.9900579818095054,0.9229321024862632,0.7218276837811187,0.6644298872708639,0.7708507694546024
camera0_12_image000091.jpg,0.8397985804937512,12,12,1.0,0.9739892031861836,0.8710677048552323,0.9091451202250413,0.8685357874241044,0.8950191905990912
camera0_12_image000101.jpg,0.8185615554036607,12,12,1.0,1.0,1.0,1.0,0.9593496956639409,0.9897347716323084
camera0_12_image000111.jpg,0.9055346658750577,12,12,1.0,1.0,1.0,1.0,0.8326146575596929,0.9577309741312355
camera0_12_image000121.jpg,0.941492816502559,12,12,1.0,1.0,1.0,1.0,0.636616045455712,0.9082363751150788
camera0_12_image000131.jpg,0.9396381466936051,12,12,1.0,1.0,1.0,1.0,0.7369937706589781,0.9335842855199439
camera0_12_image000141.jpg,0.9580020027095482,12,12,1.0,1.0,1.0,1.0,0.740770047724924,0.9345378908396272
camera0_12_image000151.jpg,0.9303296687473451,12,12,1.0,1.0,1.0,0.9841908069873126,0.765490103550276,0.9335943323554138
camera0_12_image000161.jpg,0.9682544627558491,12,12,1.0,1.0,1.0,1.0,0.7759027325187557,0.9434097809390797
camera0_12_image000171.jpg,0.9718191517738064,12,12,1.0,1.0,1.0,0.9413605362754851,0.684234042285833,0.8936068200963905
camera0_12_image000181.jpg,0.9483558552848415,12,12,1.0,1.0,1.0,0.9829235515721086,0.6029553705490676,0.8919741826714301
camera0_12_image000191.jpg,0.9600131779434172,17,12,1.0,1.0,1.0,1.0,1.0000000991854692,1.0000000250468357
camera0_12_image000201.jpg,0.9174000682917157,12,12,1.0,1.0,1.0,1.0,0.864648641926692,0.9658203641229021
camera0_12_image000211.jpg,0.9227689125295508,12,12,1.0,1.0,1.0,0.9918053860487643,0.7612965614656696,0.9359965293821833
camera0_12_image000221.jpg,0.9439357832685313,12,12,1.0,1.0,1.0,0.948798755096491,0.7350912892008267,0.9098305677713411
camera0_12_image000231.jpg,0.8930041152263375,12,12,1.0,1.0,1.0,0.9791175211592866,0.606502795717204,0.8911399832838182
camera0_12_image000241.jpg,0.9402907193440179,12,12,1.0,1.0,1.0,0.8943441383364548,0.47308236993063296,0.8189146007414778
camera0_12_image000251.jpg,0.9702459472928209,12,12,1.0,1.0,1.0,0.9999463463992473,0.8013789723077637,0.9498187868248507
camera0_12_image000261.jpg,0.937028876261162,12,12,1.0,1.0,1.0,0.9953155572504393,0.8116632475440054,0.9503109218673728
camera0_12_image000271.jpg,0.9417596034696406,12,12,1.0,1.0,1.0,1.0,0.9262574832730145,0.9813781523416704
camera0_12_image000281.jpg,0.9279990607296956,12,12,1.0,1.0,1.0,1.0,0.9904763516154986,0.9975950382867421
camera0_12_image000291.jpg,0.948834628190899,17,12,0.69672188716528,0.6760802251855565,0.7429542226066931,0.6446693882238917,0.45876894261876383,0.6225416245642462
camera0_12_image000301.jpg,0.9561213769235524,17,12,1.0,1.0,1.0,0.9823550934558108,0.5908489615419514,0.8886586186268715
camera0_12_image000331.jpg,0.956644858900498,1,12,1.0,0.6445341487372154,0.38627186114743917,0.21146529251590204,0.28675956965473665,0.3058227065628168
camera0_12_image000341.jpg,0.9114563597322218,5,12,1.0,1.0,1.0,0.7924301382408534,0.6808013687394732,0.8250443478719721
camera0_12_image000351.jpg,0.961789375582479,5,12,1.0,1.0,1.0,0.6845725843070238,0.681813713907759,0.7762738297122228
camera0_12_image000361.jpg,0.957673181450214,12,12,1.0,1.0,1.0,0.9982987239266062,0.8281400545232053,0.9558277165634083
camera0_12_image000371.jpg,0.9459170112226817,12,12,1.0,1.0,1.0,1.0,0.9140879767368397,0.978305044630515
camera0_12_image000381.jpg,0.974241794765268,12,12,1.0,1.0,1.0,1.0,0.9633113672228678,0.9907351937431484
camera0_12_image000391.jpg,0.9506817213463996,12,12,1.0,1.0,1.0,1.0,0.9235094201020521,0.9806841969954677
camera0_12_image000401.jpg,0.9342036003789873,12,12,1.0,1.0,1.0,0.9024889813594279,0.7761770587463479,0.8991558649478076
camera0_12_image000411.jpg,0.9420363186596953,17,12,0.0,0.0,0.0,0.07240798891793918,0.1012032136320328,0.05846908931422306
camera0_12_image000421.jpg,0.9259304354884532,1,12,1.0,1.0,1.0,1.0,0.8188578614186315,0.9542570357117757
camera0_12_image000431.jpg,0.9462711696543528,12,12,0.09380765501116085,0.19524900625913683,0.257824122780592,0.45414112459439093,0.47339143993395033,0.3953375273317991
camera0_12_image000441.jpg,0.9452673267326732,12,12,1.0,1.0,1.0,1.0,0.9706014301551388,0.9925761187260451
camera0_12_image000451.jpg,0.9166666666666666,5,12,1.0,1.0,1.0,1.0,0.6956939719031922,0.923155043409897
camera0_12_image000461.jpg,0.954864593781344,5,12,1.0,1.0,1.0,0.9728683956065974,0.5707335183283133,0.879266825863684
camera0_12_image000471.jpg,0.9069637883008357,12,12,1.0,1.0,1.0,0.8893001814037579,0.6317846230497522,0.8566982195900295
camera0_12_image000481.jpg,0.8831981068289385,12,12,1.0,1.0,1.0,0.9861010781112539,0.8382140841641861,0.95282727898092
camera0_12_image000491.jpg,0.946102725839153,1,12,0.0,0.0,0.0,0.0,0.0,0.0
camera0_12_image000500.jpg,0.9476526173691315,4,12,0.0,0.0,0.0,0.0,0.02457541085403404,0.006205911831826778
camera0_13_image000012.jpg,0.49205263559997237,13,13,0.25547028964796364,0.49199381149953125,0.5208558999758038,0.5307463167650834,0.5550315955441225,0.5273085315508205
camera0_13_image000034.jpg,0.7142172136699727,13,13,1.0,1.0,1.0,0.9575900486364395,0.8250279070197709,0.9365378774154954
camera0_13_image000046.jpg,0.7207195286455175,13,13,1.0,1.0,0.9640528092749951,0.8285369914917817,0.7269536516916112,0.8449413547283622
camera0_13_image000048.jpg,0.6160808770617866,13,13,1.0,1.0,1.0,0.933132606332498,0.747913506860796,0.9059475248129527
camera0_13_image000057.jpg,0.5625159802323706,13,13,1.0,0.9210696661791488,0.7617789481084907,0.6855155773511228,0.5966061171131194,0.697456502412886
camera0_13_image000083.jpg,0.5488873946622594,13,13,1.0,1.0,1.0,0.8318454271795187,0.7017323728388526,0.848245995394441
camera0_13_image000093.jpg,0.5855805243445693,13,13,1.0,0.9401566871113712,0.9257622084080787,0.7878356240293616,0.7239601415430538,0.8142622363745511
camera0_13_image000103.jpg,0.6327831255203542,13,13,1.0,0.7757878461488147,0.7950922250725063,0.8080911906421442,0.7269153283656502,0.7870465369680687
camera0_13_image000108.jpg,0.49099107879638476,13,13,1.0,0.8658165617676508,0.8105769841016853,0.7539320174990172,0.6793755062332091,0.7580352031669529
camera0_13_image000118.jpg,0.5371234949174158,13,13,0.7908801280901451,0.7933759119808343,0.696507800788119,0.5675886019673533,0.541891961990789,0.6051733688497712
camera0_13_image000127.jpg,0.5666541514412781,13,13,1.0,0.7991073313968305,0.7571958428676796,0.7641029890931662,0.6588655389995454,0.7423147721211075
camera0_13_image000133.jpg,0.59180305212857,13,13,0.9787084605896049,0.7563499002484768,0.5553331712788233,0.42381844761383275,0.5081270736987195,0.5013231799107206
camera0_13_image000155.jpg,0.7566170543712496,13,13,1.0,1.0,0.9930792470443637,0.9412932771601048,0.82328058871823,0.9271161136228147
camera0_13_image000165.jpg,0.6202287778446719,13,13,1.0,0.9250265320260123,0.886178096971917,0.863732018223911,0.7437598340440619,0.8440763964359871
camera0_13_image000169.jpg,0.565216307100349,13,13,1.0,1.0,1.0,0.941362560986955,0.7647454523929619,0.9139389045882528
camera0_13_image000175.jpg,0.5653818024148985,13,13,1.0,0.8819544265212051,0.8019310742074327,0.7658862706728327,0.7100549075650125,0.7699848379637924
camera0_13_image000177.jpg,0.5775242864702144,13,13,1.0,1.0,0.9943064588532231,0.8054635547474142,0.7400830597022224,0.8446447654584518
camera0_13_image000182.jpg,0.566279267397723,13,13,1.0,1.0,1.0,1.0,0.8555260612021409,0.9635166821217528
camera0_13_image000185.jpg,0.49013253849132055,13,13,1.0,1.0,1.0,0.9633067930867172,0.8200550749786203,0.93788063195321
camera0_13_image000199.jpg,0.5729613852698824,13,13,1.0,1.0,1.0,0.9739551482173626,0.8320388482191706,0.9457469987400059
camera0_13_image000228.jpg,0.6233314143212992,13,13,0.8245667911678752,0.7845948814516442,0.7694990225793461,0.7001059003375794,0.643935874484661,0.7080474841839498
camera0_13_image000239.jpg,0.6107258645533141,13,13,1.0,0.901588387891991,0.7809014926245297,0.6250585318454585,0.5904813083859698,0.6718898785076843
camera0_13_image000241.jpg,0.6896118516334238,16,13,1.0,1.0,0.9667555504737068,0.7895725355833294,0.7601862050922079,0.8362365567092266
camera0_13_image000251.jpg,0.7086310514261105,13,13,1.0,1.0,0.9766783048399573,0.9111724286393295,0.8691824257513736,0.9212887049641738
camera0_13_image000257.jpg,0.7317153767072991,13,13,1.0,1.0,1.0,0.9151870782404167,0.8663703504722843,0.9277038109356147
camera0_13_image000271.jpg,0.6413580276539276,13,13,0.9757592060094528,0.9361283343585222,0.9000632419294959,0.8328160779757712,0.7316111736775517,0.8301264819282265
camera0_13_image000274.jpg,0.6189447990987608,13,13,0.5227725695085077,0.6556875624371865,0.6793037688324691,0.760478752678874,0.7140741054284351,0.7207461664138901
camera0_13_image000275.jpg,0.6474788835763703,13,13,1.0,1.0,1.0,0.929487563392099,0.8012722247578139,0.9177651108241395
camera0_13_image000278.jpg,0.6088024881577666,13,13,1.0,1.0,1.0,0.944485696550327,0.7894798179574027,0.9216045635727251
camera0_13_image000280.jpg,0.601225066750432,13,13,1.0,1.0,1.0,0.9066192189000202,0.7484729188963644,0.8940372507364649
camera0_13_image000283.jpg,0.6647981650597742,13,13,1.0,1.0,1.0,0.9944500589895953,0.8780920833920368,0.9666924721144717
camera0_13_image000287.jpg,0.6000630423993669,13,13,1.0,1.0,0.959144353947348,0.8596921427935444,0.7324613447501162,0.8593780606896742
camera0_13_image000294.jpg,0.6544519827116425,13,13,1.0,1.0,0.9998731283726346,0.8942235510122678,0.7935214127207203,0.8997499040601448
camera0_13_image000297.jpg,0.680742559357846,13,13,1.0,1.0,1.0,1.0,0.8821096153069068,0.9702297008350774
camera0_13_image000299.jpg,0.6600768213819005,13,13,1.0,1.0,1.0,0.9841525106321034,0.8678297365688854,0.9594202665925937
camera0_13_image000308.jpg,0.6674168957966313,13,13,1.0,1.0,1.0,0.9968804196419603,0.8585000925361793,0.9628497090635626
camera0_13_image000315.jpg,0.7505789227682372,13,13,1.0,1.0,1.0,0.9782403514976701,0.8423931223471378,0.9503095341017536
camera0_13_image000319.jpg,0.7972958590022279,13,13,1.0,1.0,1.0,0.9908914745241607,0.9133108138217063,0.9739685525164636
camera0_13_image000320.jpg,0.8249684005115052,13,13,1.0,1.0,1.0,0.9762905925985614,0.8649987396472194,0.9551317692738965
camera0_13_image000336.jpg,0.6390357665385861,13,13,1.0,1.0,0.9425547109583632,0.6245622706538053,0.599010135424055,0.7150306723392504
camera0_13_image000367.jpg,0.8071740885074945,13,13,1.0,1.0,1.0,1.0,0.9931535116342659,0.9982710887965318
camera0_13_image000379.jpg,0.7804252752224401,13,13,0.5105845156302316,0.5833472083236729,0.6073771002583491,0.7378238709067343,0.7474340398230477,0.6989913273829201
camera0_13_image000387.jpg,0.7427777929044027,13,13,1.0,1.0,1.0,0.9793796537297803,0.8780416241166701,0.9598295456642107
camera0_13_image000394.jpg,0.7058078011985596,13,13,1.0,1.0,1.0,0.9163515339290257,0.8495731190007477,0.9239913838568167
camera0_13_image000421.jpg,0.6311233965360861,13,13,1.0,0.9928677079471248,0.7869019223339585,0.6129713268384096,0.6098204004887577,0.6767920975578131
camera0_13_image000430.jpg,0.7946078186175316,13,13,1.0,1.0,1.0,0.9581441003097119,0.8656168412882649,0.9470394499610472
camera0_13_image000434.jpg,0.7357511960907838,13,13,1.0,1.0,1.0,0.9792899718916583,0.7689341442311277,0.9322363872818467
camera0_13_image000447.jpg,0.5845211414911101,13,13,1.0,0.8634012833933805,0.6201421914802363,0.536426026359775,0.533407936900786,0.5789179261846976
camera0_13_image000457.jpg,0.6294629624010661,13,13,0.31946492815406813,0.5696041307255862,0.5932212362750845,0.7027471378405434,0.712966219634287,0.6666404338832759
camera0_13_image000474.jpg,0.8242169676286198,13,13,1.0,1.0,1.0,0.9565660420501078,0.7778691603894461,0.9241636454746567
camera0_14_image000001.jpg,0.8039549529221113,14,14,0.790815001790781,0.9192957584765088,0.9426022763243068,0.9573637593458061,0.8340656944356989,0.917778016822995
camera0_14_image000011.jpg,0.7553728486030593,14,14,1.0,0.9903850352618259,0.9506592023748064,0.9095499975562426,0.7988675051202677,0.8964444669712016
camera0_14_image000021.jpg,0.7953362873946969,14,14,1.0,1.0,1.0,0.9561896790047463,0.8268429432077444,0.9363596882364363
camera0_14_image000031.jpg,0.8121200772426708,14,14,1.0,0.9790426817547001,0.9686011529722904,0.9643755601802801,0.8472843733888509,0.9371538136626926
camera0_14_image000041.jpg,0.7898970117675858,14,14,1.0,1.0,1.0,0.9999642117568038,0.8687314191552981,0.9668351010902891
camera0_14_image000051.jpg,0.7969927467972872,14,14,1.0,1.0,0.9784354704298628,0.9461973339243045,0.8187153637253483,0.9248642646909023
camera0_14_image000061.jpg,0.800311427731876,14,14,1.0,1.0,1.0,0.9900959762000436,0.8666571557252791,0.9618257355771106
camera0_14_image000071.jpg,0.769830381345271,14,14,1.0,1.0,1.0,0.9608192364325667,0.8062836040764818,0.9332722802159349
camera0_14_image000081.jpg,0.8091413151181667,14,14,1.0,0.9785353379496455,0.9425074156088397,0.9661903897895497,0.831125490711494,0.9279447543463574
camera0_14_image000091.jpg,0.8075102863926881,14,14,1.0,1.0,1.0,0.9917902902888905,0.8636671549287847,0.9618408276385827
camera0_14_image000101.jpg,0.790705212522079,14,14,1.0,1.0,1.0,0.9802136778374888,0.8404753234988499,0.9507222079813965
camera0_14_image000111.jpg,0.8158175937842831,14,14,1.0,1.0,1.0,0.9856678415172939,0.8494769398317619,0.9554745087280028
camera0_14_image000121.jpg,0.8063143105086987,14,14,1.0,1.0,1.0,1.0,0.8510432481692523,0.962384658628599
camera0_14_image000131.jpg,0.8764085216962746,14,14,1.0,1.0,1.0,1.0,0.8930328230503017,0.972988086628864
camera0_14_image000141.jpg,0.8531669301837297,14,14,1.0,1.0,1.0,1.0,0.8760261456106291,0.9686934711137951
camera0_14_image000151.jpg,0.8799002286426938,14,14,1.0,1.0,1.0,1.0,0.870997260701459,0.9674235506821867
camera0_14_image000161.jpg,0.9157539568498473,14,14,1.0,1.0,1.0,1.0,0.8855003799727174,0.9710859545385649
camera0_14_image000171.jpg,0.9066527323817496,14,14,1.0,1.0,1.0,1.0,0.8712855589804801,0.967496353277899
camera0_14_image000181.jpg,0.938898958235777,14,14,1.0,1.0,1.0,1.0,0.8774501360046614,0.9690530646476417
